color;director_name;num_critic_for_reviews;duration;director_facebook_likes;actor_3_facebook_likes;actor_2_name;actor_1_facebook_likes;gross;genres;actor_1_name;movie_title;num_voted_users;cast_total_facebook_likes;actor_3_name;facenumber_in_poster;plot_keywords;movie_imdb_link;num_user_for_reviews;language;country;content_rating;budget;title_year;actor_2_facebook_likes;imdb_score_orig;aspect_ratio;movie_facebook_likes;Title;Year;content_rating_omdb;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons;Season;Episode;seriesID;Source_Currency
Color;Beto Gómez;16.0;105.0;5.0;122.0;Gerardo Taracena;122.0;1391770.0;Adventure|Comedy|Western;Jaime Camil;Saving Private Perez ;1592.0;793.0;Joaquín Cosio;6.0;conflicted hero|flashback|mission|rescue|rescue mission;http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1;14.0;Spanish;Mexico;PG-13;37867215.0;2011;154.0;5.9;2.35;0.0;Private Pérez;2011;PG-13;02/09/2011;105 min;Adventure, Comedy, Western;Beto Gómez;Francisco Payó González, Beto Gómez;Miguel Rodarte, Jesús Ochoa, Joaquín Cosio;A Mexican crime lord is forced by his mother to plan a suicidal rescue mission to find his lost brother in the most unexpected place on Earth...;Spanish;Mexico;2 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BMjA5NzM5NzU4OV5BMl5BanBnXkFtZTcwMDU5ODA3NA@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.9/10'};56.0;5.9;2012;tt0461336;movie;Inconnu;;Inconnu;;True;;;;;
Color;Steven Spielberg;219.0;169.0;14000.0;13000.0;Vin Diesel;13000.0;216119491.0;Action|Drama|War;Tom Hanks;Saving Private Ryan ;881236.0;44998.0;Matt Damon;2.0;army|invasion|killed in action|normandy|soldier;http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1;2277.0;English;USA;R;70000000.0;1998;14000.0;8.6;1.85;22000.0;Saving Private Ryan;1998;R;24/07/1998;169 min;Drama, War;Steven Spielberg;Robert Rodat;Tom Hanks, Matt Damon, Tom Sizemore;following the normandy landings, a group of u.s. soldiers go behind enemy lines to retrieve a paratrooper whose comrades have been killed in action.;English, French, German, Czech;United States;Won 5 Oscars. 79 wins & 75 nominations total;https://m.media-amazon.com/images/M/MV5BZGZhZGQ1ZWUtZTZjYS00MDJhLWFkYjctN2ZlYjE5NWYwZDM2XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '91/100'}];91.0;8.6;1598938;tt0120815;movie;;217049603.0;;;True;;;;;
Color;Dennis Dugan;97.0;96.0;221.0;110.0;Neil Diamond;110.0;19351569.0;Comedy|Crime|Romance;Amanda Detmer;Saving Silverman ;33287.0;664.0;Kyle Gass;1.0;female nudity|friend|kidnapping|love|nun;http://www.imdb.com/title/tt0239948/?ref_=fn_tt_tt_1;201.0;English;USA;PG-13;22000000.0;2001;226.0;5.9;1.85;739.0;Saving Silverman;2001;PG-13;09/02/2001;90 min;Comedy, Crime, Romance;Dennis Dugan;Hank Nelken, Greg DePaul;Jason Biggs, Steve Zahn, Jack Black;A pair of buddies conspire to save their best friend from marrying the wrong woman.;English, Thai;United States, Australia;Inconnu;https://m.media-amazon.com/images/M/MV5BOWRhZmE5MDgtYjhiOC00NDUzLWIyZmUtMDUxNzU5NmYzYzE5XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.9/10'};22.0;5.9;44467;tt0239948;movie;Inconnu;;Inconnu;;True;;;;;
Color;Kevin Greutert;178.0;90.0;52.0;298.0;Gina Holden;298.0;45670855.0;Horror|Mystery;Costas Mandylor;Saw 3D: The Final Chapter ;67978.0;1978.0;Betsy Russell;0.0;blood splatter|self help guru|sequel|support group|survivor;http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1;279.0;English;Canada;R;20000000.0;2010;346.0;5.5;1.85;12000.0;Saw 3D;2010;R;29/10/2010;90 min;Crime, Horror, Mystery;Kevin Greutert;Patrick Melton, Marcus Dunstan;Tobin Bell, Costas Mandylor, Betsy Russell;As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.;English;Canada, United States;3 nominations total;https://m.media-amazon.com/images/M/MV5BMjI0NTEwNTgwNF5BMl5BanBnXkFtZTcwMDM5MTU5Mw@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.5/10'};24.0;5.5;116021;tt1477076;movie;Inconnu;;Inconnu;;True;;;;;
Color;Darren Lynn Bousman;250.0;95.0;163.0;651.0;Tony Nappo;651.0;87025093.0;Horror|Mystery;Emmanuelle Vaugier;Saw II ;188679.0;4134.0;Shawnee Smith;0.0;death|detective|nerve gas|serial killer|trap;http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1;864.0;English;USA;R;4000000.0;2005;654.0;6.6;1.85;0.0;Saw II;2005;R;28/10/2005;93 min;Horror, Mystery;Darren Lynn Bousman;Leigh Whannell, Darren Lynn Bousman;Donnie Wahlberg, Beverley Mitchell, Franky G;A detective and his team must rescue eight people trapped in a factory by a man known as Jigsaw.;English;Canada, United States;4 wins & 11 nominations total;https://m.media-amazon.com/images/M/MV5BZGVlNjk3MmItZmUzNy00MzcyLWIzOTktZjllYWU5MDAyMjM1XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.6/10'};40.0;6.6;292139;tt0432348;movie;Inconnu;;Inconnu;;True;;;;;
Color;Darren Lynn Bousman;210.0;121.0;163.0;482.0;Shawnee Smith;482.0;80150343.0;Horror|Mystery;Costas Mandylor;Saw III ;142115.0;3189.0;Leigh Whannell;0.0;brutality|female full frontal nudity|female nudity|torture|trap;http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1;614.0;English;USA;R;10000000.0;2006;651.0;6.2;1.85;0.0;Saw III;2006;R;27/10/2006;108 min;Horror, Mystery, Thriller;Darren Lynn Bousman;Leigh Whannell, James Wan;Tobin Bell, Shawnee Smith, Angus Macfadyen;Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.;English;Canada, United States;1 win & 9 nominations total;https://m.media-amazon.com/images/M/MV5BODQ4YTAwZTItZGFjZi00YjNiLTllYzUtYWY3OWM2OTQzODVkXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.2/10'};48.0;6.2;224516;tt0489270;movie;Inconnu;;Inconnu;;True;;;;;
Color;Darren Lynn Bousman;190.0;96.0;163.0;448.0;Shawnee Smith;448.0;63270259.0;Horror|Mystery;Costas Mandylor;Saw IV ;111087.0;3492.0;Angus Macfadyen;0.0;detective|fbi|rape|rapist|serial rapist;http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1;319.0;English;USA;R;10000000.0;2007;651.0;5.9;1.85;0.0;Saw IV;2007;R;26/10/2007;93 min;Horror, Mystery, Thriller;Darren Lynn Bousman;Patrick Melton, Marcus Dunstan, Thomas Fenton;Tobin Bell, Scott Patterson, Louis Ferreira;Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.;English;Canada, United States;2 wins & 7 nominations total;https://m.media-amazon.com/images/M/MV5BNjc0NjUyNzg3MF5BMl5BanBnXkFtZTYwODMxOTM3._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.9/10'};36.0;5.9;172961;tt0890870;movie;Inconnu;;Inconnu;;True;;;;;
Color;David Hackl;160.0;95.0;43.0;357.0;Costas Mandylor;357.0;56729973.0;Horror|Mystery;Julie Benz;Saw V ;88529.0;5286.0;Scott Patterson;0.0;blood splatter|jigsaw|nazi|serial killer|swastika tattoo;http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1;262.0;English;USA;R;10800000.0;2008;723.0;5.8;1.85;0.0;Saw V;2008;R;24/10/2008;92 min;Horror, Thriller;David Hackl;Patrick Melton, Marcus Dunstan;Scott Patterson, Costas Mandylor, Tobin Bell;Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.;English;United States, Canada;1 win & 2 nominations total;https://m.media-amazon.com/images/M/MV5BNWViYzg3YzItYzQxNS00MTE1LWJkNTMtMTM3OGI4ODAxOTMwXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.8/10'};20.0;5.8;145697;tt1132626;movie;Inconnu;;Inconnu;;True;;;;;
Color;Kevin Greutert;156.0;92.0;52.0;647.0;Shawnee Smith;647.0;27669413.0;Horror|Mystery;Costas Mandylor;Saw VI ;76207.0;3101.0;George Newbern;0.0;deception|flash photography|game of death|jigsaw|pig mask;http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1;194.0;English;Canada;R;11000000.0;2009;651.0;6.1;1.85;0.0;Saw VI;2009;R;23/10/2009;90 min;Horror, Mystery, Thriller;Kevin Greutert;Patrick Melton, Marcus Dunstan;Costas Mandylor, Mark Rolston, Betsy Russell;Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw.;English;Canada, United States, Australia;2 nominations total;https://m.media-amazon.com/images/M/MV5BMTU0NDA3MTM4M15BMl5BanBnXkFtZTcwOTY4Njg3Mg@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.1/10'};30.0;6.1;133154;tt1233227;movie;Inconnu;;Inconnu;;True;;;;;
Color;James Wan;287.0;103.0;0.0;651.0;Monica Potter;651.0;55153403.0;Horror|Mystery|Thriller;Michael Emerson;Saw ;299127.0;5161.0;Shawnee Smith;0.0;chained|flashback|killer|serial killer|surprise ending;http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1;1509.0;English;USA;R;1200000.0;2004;878.0;7.6;1.85;0.0;Saw;2004;R;29/10/2004;103 min;Horror, Mystery, Thriller;James Wan;Leigh Whannell, James Wan;Cary Elwes, Leigh Whannell, Danny Glover;Two men awaken to find themselves on the opposite sides of a dead body, each with specific instructions to kill the other, escape or face the consequences. These two are the latest contestants in Jigsaw's games.;English;United States;9 wins & 10 nominations total;https://m.media-amazon.com/images/M/MV5BZTE5MzFlMTktMzBkOC00ZjMxLThmOTAtOGU3ZGEwZGRlNDdjXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.6/10'};46.0;7.6;498215;tt0387564;movie;Inconnu;;Inconnu;;True;;;;;
Color;J.B. Rogers;87.0;95.0;6.0;248.0;Chris Klein;248.0;5516708.0;Comedy|Romance;Eddie Cibrian;Say It Isn't So ;11375.0;2413.0;Jack Plotnick;2.0;bestiality|brother sister incest|fisting|hit on the head with a pipe|wedding;http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1;91.0;English;USA;R;25000000.0;2001;841.0;5.0;1.85;295.0;Say It Isn't So;2001;0;23/03/2001;95 min;Comedy, Romance;J.B. Rogers;Peter Gaulke, Gerry Swallow;Chris Klein, Heather Graham, Orlando Jones;Jo and Gilly date. They find out they're brother and sister. Jo moves away. Gilly finds out that he's not Jo's brother and that Jo's getting married. Can he stop the wedding in time?;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BNzA2NmZkNWItN2ZmMC00NDQxLTgxNmQtMDI3Y2FkMzU2M2I2XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.0/10'};21.0;5.0;13907;tt0239949;movie;Inconnu;;Inconnu;;True;;;;;
Color;Brian De Palma;147.0;142.0;0.0;638.0;F. Murray Abraham;638.0;44700000.0;Crime|Drama;Al Pacino;Scarface ;537442.0;16464.0;Mary Elizabeth Mastrantonio;0.0;assassination attempt|capitalism|cocaine|cuban american|cuban refugee;http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1;851.0;English;USA;R;25000000.0;1983;670.0;8.3;2.35;19000.0;Scarface;1983;R;09/12/1983;170 min;Crime, Drama;Brian De Palma;Oliver Stone, Howard Hawks, Ben Hecht;Al Pacino, Michelle Pfeiffer, Steven Bauer;In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.;English, Spanish;United States;8 nominations total;https://m.media-amazon.com/images/M/MV5BNDUzYjY0NmUtMDM4OS00Y2Q5LWJiODYtNTk0ZTk0YjZhMTg1XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '8.3/10'};65.0;8.3;989140;tt0086250;movie;Inconnu;;Inconnu;;True;;;;;
Color;Keenen Ivory Wayans;127.0;83.0;322.0;179.0;Veronica Cartwright;179.0;71277420.0;Comedy;Natasha Lyonne;Scary Movie 2 ;119590.0;1645.0;Andy Richter;7.0;blow job|demon|exorcism|priest|professor;http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1;548.0;English;USA;R;45000000.0;2001;422.0;5.2;1.85;0.0;Scary Movie 2;2001;R;04/07/2001;83 min;Comedy, Horror;Keenen Ivory Wayans;Shawn Wayans, Marlon Wayans, Buddy Johnson;Anna Faris, Marlon Wayans, Antony Acker;four teens are tricked by a professor into visiting a haunted house for a school project.;English;United States;3 wins & 5 nominations total;https://m.media-amazon.com/images/M/MV5BZjZlOTgzNmUtNjZlYS00NWFjLTg4ZDktMWY4NDIxMjVjZjdhXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '29/100'}];29.0;5.4;185695;tt0257106;movie;;71308997.0;;;True;;;;;
Color;David Zucker;151.0;84.0;119.0;750.0;Pamela Anderson;750.0;110000082.0;Comedy;Regina Hall;Scary Movie 3 ;111526.0;3629.0;Jenny McCarthy;7.0;crop circle|farm|orchestral music score|reference to michael jackson|videotape;http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1;347.0;English;USA;PG-13;48000000.0;2003;780.0;5.5;1.85;0.0;Scary Movie 3;2003;PG-13;24/10/2003;84 min;Comedy;David Zucker;Craig Mazin, Pat Proft, Shawn Wayans;Anna Faris, Charlie Sheen, Regina Hall;cindy must investigate mysterious crop circles and video tapes, and help the president in preventing an alien invasion.;English;United States, Canada;2 wins & 4 nominations total;https://m.media-amazon.com/images/M/MV5BNDE2NTIyMjg2OF5BMl5BanBnXkFtZTYwNDEyMTg3._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '49/100'}];49.0;5.6;167111;tt0306047;movie;;110003217.0;;;True;;;;;
Color;David Zucker;151.0;89.0;119.0;807.0;Carmen Electra;807.0;90703745.0;Comedy;Beau Mirchoff;Scary Movie 4 ;93748.0;5855.0;Regina Hall;8.0;female nudity|male nudity|parody|reference to myspace|sequel;http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1;410.0;English;USA;PG-13;45000000.0;2006;869.0;5.1;1.85;1000.0;Scary Movie 4;2006;PG-13;14/04/2006;83 min;Comedy;David Zucker;Craig Mazin, Jim Abrahams, Pat Proft;Anna Faris, Regina Hall, Craig Bierko;cindy finds out a little boy haunts the house she lives in and she goes on a quest to solve his murder.;English, Japanese;United States;1 win & 3 nominations total;https://m.media-amazon.com/images/M/MV5BMjExNDQwM2QtYjFiNy00N2ZlLWE4ZGEtODdmYjY5NDdhNWE3XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '40/100'}];40.0;5.1;136207;tt0362120;movie;;90710620.0;;;True;;;;;
Color;Malcolm D. Lee;153.0;88.0;92.0;636.0;Snoop Dogg;636.0;32014289.0;Comedy;Marisa Saks;Scary Movie 5 ;50337.0;34319.0;Molly Shannon;8.0;2010s|ape|ballet|psychic|supernatural;http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1;177.0;English;USA;PG-13;20000000.0;2013;881.0;3.6;1.85;13000.0;Scary Movie 5;2013;PG-13;12/04/2013;86 min;Comedy;Malcolm D. Lee, David Zucker;David Zucker, Pat Proft, Shawn Wayans;Simon Rex, Ashley Tisdale, Charlie Sheen;A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.;English, Spanish, Latin;United States;5 nominations total;https://m.media-amazon.com/images/M/MV5BMTc5OTIxMjQ4NF5BMl5BanBnXkFtZTcwOTAyNDcyOQ@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '3.6/10'};11.0;3.6;81742;tt0795461;movie;Inconnu;;Inconnu;;True;;;;;
 Black and White;Steven Spielberg;174.0;185.0;14000.0;212.0;Embeth Davidtz;212.0;96067179.0;Biography|Drama|History;Liam Neeson;Schindler's List ;865020.0;15233.0;Caroline Goodall;0.0;german|german soldier|jew|jewish|nazi;http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1;1273.0;English;USA;R;22000000.0;1993;795.0;9.0;1.85;41000.0;Schindler's List;1993;R;04/02/1994;195 min;Biography, Drama, History;Steven Spielberg;Thomas Keneally, Steven Zaillian;Liam Neeson, Ralph Fiennes, Ben Kingsley;In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.;English, Hebrew, German, Polish, Latin;United States;Won 7 Oscars. 91 wins & 49 nominations total;https://m.media-amazon.com/images/M/MV5BNjM1ZDQxYWUtMzQyZS00MTE1LWJmZGYtNGUyNTdlYjM3ZmVmXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '9.0/10'};95.0;9.0;1548974;tt0108052;movie;Inconnu;;Inconnu;;True;;;;;
Color;Spike Lee;22.0;121.0;0.0;182.0;Ossie Davis;182.0;14545844.0;Comedy|Drama|Musical;Tisha Campbell-Martin;School Daze ;4756.0;1284.0;Bill Nunn;4.0;beauty salon|black college|college|fraternity|sorority;http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1;38.0;English;USA;R;6500000.0;1988;282.0;6.1;1.85;624.0;School Daze;1988;R;12/02/1988;121 min;Comedy, Drama, Musical;Spike Lee;Spike Lee;Laurence Fishburne, Giancarlo Esposito, Tisha Campbell;A not so popular young man wants to pledge to a popular fraternity at his historically black college.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BMmU1OGI2YjItMTAwYy00MjQwLWJjMWUtYTNlNDlkMDhjMzE4XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.1/10'};52.0;6.1;8271;tt0096054;movie;Inconnu;;Inconnu;;True;;;;;
Color;Todd Phillips;110.0;108.0;480.0;579.0;Sarah Silverman;579.0;17803796.0;Comedy;Jon Heder;School for Scoundrels ;26100.0;4374.0;Jacinda Barrett;1.0;paintball|paintball gun|pepper spray|tennis|what happened to epilogue;http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1;97.0;English;USA;PG-13;20000000.0;2006;931.0;5.9;2.35;484.0;School for Scoundrels;2006;PG-13;29/09/2006;100 min;Comedy;Todd Phillips;Todd Phillips, Scot Armstrong, Hal E. Chester;Billy Bob Thornton, Jon Heder, Jacinda Barrett;A young guy short on luck enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when it turns out his teacher has the same agenda.;English;United States;2 nominations total;https://m.media-amazon.com/images/M/MV5BMjE4MDQ4NjMxMl5BMl5BanBnXkFtZTYwMDE0NzU3._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.9/10'};44.0;5.9;31413;tt0462519;movie;Inconnu;;Inconnu;;True;;;;;
Color;Richard Linklater;204.0;108.0;0.0;487.0;Sarah Silverman;487.0;81257845.0;Comedy|Music;Miranda Cosgrove;School of Rock ;210680.0;4403.0;Mike White;1.0;battle of the bands|rock band|school teacher|substitute teacher|teacher;http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1;479.0;English;USA;PG-13;35000000.0;2003;931.0;7.2;1.85;0.0;School of Rock;2003;PG-13;03/10/2003;109 min;Comedy, Music;Richard Linklater;Mike White;Jack Black, Mike White, Joan Cusack;After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.;English;Germany, United States;8 wins & 24 nominations total;https://m.media-amazon.com/images/M/MV5BOTg2NDU4Mjg2NV5BMl5BanBnXkFtZTgwNjQ0MDIyMDI@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.2/10'};82.0;7.2;349693;tt0332379;movie;Inconnu;;Inconnu;;True;;;;;
Color;Raja Gosnell;94.0;93.0;67.0;596.0;Linda Cardellini;596.0;84185387.0;Adventure|Comedy|Family|Fantasy|Horror|Mystery;Sarah Michelle Gellar;Scooby-Doo 2: Monsters Unleashed ;33180.0;7800.0;Tim Blake Nelson;0.0;ghost|masked villain|monster|museum|tv;http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1;149.0;English;USA;PG;80000000.0;2004;2000.0;5.3;1.85;567.0;Scooby-Doo 2: Monsters Unleashed;2004;PG;26/03/2004;93 min;Adventure, Comedy, Family;Raja Gosnell;William Hanna, Joseph Barbera, James Gunn;Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard;The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.;English;United States, Canada;2 wins & 4 nominations total;https://m.media-amazon.com/images/M/MV5BMjEzNzk3NTE1Ml5BMl5BanBnXkFtZTYwODM1MTU3._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.3/10'};34.0;5.3;71108;tt0331632;movie;Inconnu;;Inconnu;;True;;;;;
Color;Raja Gosnell;138.0;86.0;67.0;271.0;Linda Cardellini;271.0;153288182.0;Adventure|Comedy|Mystery;Sarah Michelle Gellar;Scooby-Doo ;71424.0;6355.0;Miguel A. Núñez Jr.;3.0;amusement park|island|motorcycle|scooby doo|tough girl;http://www.imdb.com/title/tt0267913/?ref_=fn_tt_tt_1;521.0;English;USA;PG;84000000.0;2002;2000.0;4.9;1.85;0.0;Scooby-Doo;2002;PG;14/06/2002;86 min;Adventure, Comedy, Family;Raja Gosnell;James Gunn, Craig Titley, William Hanna;Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar;after an acrimonious break up, the mystery inc. gang are individually brought to an island resort to investigate strange goings on.;English;United States, Australia;5 wins & 14 nominations total;https://m.media-amazon.com/images/M/MV5BMTg4MzMzMTY0OF5BMl5BanBnXkFtZTYwNzM3MTg2._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '35/100'}];35.0;5.3;134769;tt0267913;movie;;153322074.0;;;True;;;;;
Color;Woody Allen;177.0;96.0;11000.0;405.0;Kevin McNally;405.0;10515579.0;Comedy|Crime|Mystery;Scarlett Johansson;Scoop ;66840.0;20132.0;Geoff Bell;0.0;english garden|fake drowning|fake parent|musical instrument|poker the card game;http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1;248.0;English;UK;PG-13;4000000.0;2006;427.0;6.6;1.85;0.0;Scoop;2006;PG-13;28/07/2006;96 min;Comedy, Crime, Fantasy;Woody Allen;Woody Allen;Scarlett Johansson, Hugh Jackman, Jim Dunk;An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.;English;United Kingdom, United States;2 nominations;https://m.media-amazon.com/images/M/MV5BNThiY2M5NmUtYTg5NC00NDNjLWE5YWUtZDQzY2Y5NWZlOTQyXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.6/10'};48.0;6.6;88542;tt0457513;movie;Inconnu;;Inconnu;;True;;;;;
